-0.13696274	-0.047887933	0.030829739	0.02038278	-0.05299133	0.038003296	-0.0015928762	0.018996904	0.007620529	-0.008766219	0.116842866	-0.027581278	-0.06274213	0.00920607	0.014592603	-0.043627854
-0.15783212	-0.02364385	-0.013396538	0.035837207	-0.020750618	0.004172218	0.015662573	0.010585876	0.0100402385	-0.0037225587	0.044432256	-0.109227285	-0.07554078	0.020370098	0.00036945916	0.031056967
-0.17490257	0.051068924	0.029210532	0.06396924	-0.0042060255	0.037419245	-0.023211597	0.001965385	0.04156815	-0.08464759	0.012304136	-0.06265684	-0.0605296	-0.04416405	0.068134494	0.06412545
-0.1798921	-0.06839227	0.029586306	-0.014107156	0.04118242	0.06658254	0.0024878206	0.03682597	0.01636053	0.02398369	0.072552904	-0.07189666	-0.0011636714	0.038544886	0.058190316	-0.035702247
-0.17187178	-0.0058667758	-0.025360439	0.06535853	0.0069061136	-0.015800368	-0.02927368	0.026327617	0.03604428	-0.0465539	0.009965259	-0.011905655	-0.060845967	-0.04864248	0.03852129	-0.071564674
-0.08390131	-0.029825743	0.016287642	0.030153356	-0.11459187	0.034263223	-0.05121377	0.0042567616	0.036335316	-0.049044132	0.013670219	-0.022260789	0.018072434	0.054149073	-0.084594056	-0.008476924
-0.19186252	-0.024760963	0.04236298	0.057166215	0.06258362	-0.013997001	0.047773916	0.08689084	0.032835577	-0.06171232	0.10372806	-0.068825446	-0.09038839	0.0149955405	0.0055678594	-0.010418701
-0.13073957	-0.07152856	-0.016052464	0.039424058	-0.039308365	0.02820658	0.003115911	0.038404778	0.017573688	0.011050037	0.03150675	-0.039757628	-0.05201018	0.009610254	0.06223221	-0.032162264
-0.16160734	-0.057005383	0.04690781	0.020240126	0.055882093	0.00570771	-0.0070278337	-0.00487381	-0.031337366	-0.053146884	0.08269171	-0.07415727	-0.016130226	-0.024033919	0.02326266	-0.014830343
-0.1244185	-0.030265082	-0.012575988	-0.046538297	0.09155825	0.06361557	0.0025384927	0.0866394	0.026576947	-0.029638961	0.013743187	-0.06770223	-0.092117645	-0.040523082	0.011130615	0.015313721
-0.13344176	-0.012083418	0.0147773735	-0.019391567	-0.020537646	-0.02414758	0.016801652	0.0074276617	-0.0069671045	-0.03541694	0.042824503	-0.08058171	-0.076271735	0.041670132	0.05548589	-0.0264067
